ticker,last_close,last_change_pct,last_change,last_volume(M),last_date,fiftytwo_week_high,fiftytwo_week_low,sma_21,sma_50,sma_200,rsi,atr,atr%,up_3_days,down_3_days,max_value_latest_week,max_date_latest_week,min_value_latest_week,min_date_latest_week,pct_change_latest_week,max_value_latest_month,max_date_latest_month,min_value_latest_month,min_date_latest_month,pct_change_latest_month,max_value_latest_year,max_date_latest_year,min_value_latest_year,min_date_latest_year,pct_change_latest_year,max_value_all_time,max_date_all_time,min_value_all_time,min_date_all_time,pct_change_all_time
SMCI,35.07,1.86,0.64,62.53,2024-11-27,118.81,18.01,26.8,37.66,69.27,54.38,4.04,11.53,0,0,38.41,2024-11-25,34.43,2024-11-26,-8.7,38.41,2024-11-25,18.01,2024-11-14,34.63,118.81,2024-03-13,18.01,2024-11-14,22.86,118.81,2024-03-13,0.38,2008-11-13,3903.42
SNA,369.23,-0.57,-2.12,0.27,2024-11-27,371.35,255.35,353.91,323.01,287.92,77.36,5.75,1.56,0,0,371.35,2024-11-26,369.23,2024-11-27,-0.38,371.35,2024-11-26,330.29,2024-11-01,11.79,371.35,2024-11-26,255.35,2024-07-05,27.88,371.35,2024-11-26,3.17,1974-12-23,4002.56
SNPS,547.74,-1.12,-6.21,0.75,2024-11-27,621.3,463.97,544.1,524.12,549.24,53.57,15.27,2.79,0,1,561.87,2024-11-25,547.74,2024-11-27,-2.51,573.59,2024-11-07,518.4,2024-11-01,5.66,621.3,2024-07-05,463.97,2024-09-06,9.77,621.3,2024-07-05,5.66,1992-07-27,6855.43
SO,89.74,0.46,0.41,3.5,2024-11-27,94.15,66.25,88.31,89.71,80.68,54.95,1.26,1.41,1,0,89.74,2024-11-27,88.42,2024-11-25,1.49,89.74,2024-11-27,86.78,2024-11-14,1.36,94.15,2024-10-23,66.25,2024-02-26,26.66,94.15,2024-10-23,3.51,1982-02-22,2348.3
SOLV,72.48,1.38,0.99,0.7,2024-11-27,75.07,48.02,71.04,70.51,,58.66,1.77,2.44,0,0,72.48,2024-11-27,71.49,2024-11-26,1.21,75.07,2024-11-07,67.05,2024-11-19,0.03,75.07,2024-11-07,48.02,2024-07-09,4.89,75.07,2024-11-07,48.02,2024-07-09,4.89
SPG,183.75,0.16,0.29,0.86,2024-11-27,183.75,122.76,177.83,173.62,157.14,66.32,3.2,1.74,0,0,183.75,2024-11-27,180.11,2024-11-25,2.02,183.75,2024-11-27,167.7,2024-11-01,9.57,183.75,2024-11-27,136.79,2024-02-05,28.47,227.6,2016-08-01,19.43,1999-12-16,779.89
SPGI,522.86,0.17,0.9,0.66,2024-11-27,529.0,408.56,502.36,509.27,466.14,65.8,8.32,1.59,1,0,522.86,2024-11-27,520.51,2024-11-25,0.45,522.86,2024-11-27,483.31,2024-11-01,8.18,529.0,2024-10-16,408.56,2024-04-16,19.81,529.0,2024-10-16,0.34,1974-12-03,64876.74
SRE,94.28,1.06,0.99,2.87,2024-11-27,94.77,66.41,90.04,86.3,78.08,66.54,1.79,1.9,0,0,94.77,2024-11-25,93.29,2024-11-26,-0.52,94.77,2024-11-25,80.81,2024-11-04,15.47,94.77,2024-11-25,66.41,2024-04-16,24.35,94.77,2024-11-25,8.0,2002-07-23,560.17
STE,217.47,0.65,1.41,0.41,2024-11-27,247.17,197.44,219.82,225.81,225.93,44.24,4.7,2.16,0,0,217.47,2024-11-27,216.06,2024-11-26,0.62,227.52,2024-11-06,212.0,2024-11-19,-3.42,247.17,2024-09-10,199.01,2024-04-16,0.18,252.92,2022-04-20,1.94,1992-07-07,10444.0
STLD,143.83,0.14,0.2,0.74,2024-11-27,154.32,108.1,141.63,134.07,130.23,57.15,4.2,2.92,0,0,144.98,2024-11-25,143.63,2024-11-26,-0.79,154.32,2024-11-06,133.58,2024-11-04,7.62,154.32,2024-11-06,108.1,2024-09-11,20.96,154.32,2024-11-06,2.16,2000-10-16,2988.97
STT,98.79,-0.02,-0.02,1.92,2024-11-27,98.81,70.91,95.4,92.03,80.72,67.71,1.57,1.59,0,0,98.81,2024-11-26,98.79,2024-11-25,0.0,98.81,2024-11-26,92.26,2024-11-04,6.45,98.81,2024-11-26,70.91,2024-06-14,27.06,112.71,2018-01-24,0.17,1980-03-27,52044.86
STX,100.0,-1.63,-1.66,1.8,2024-11-27,112.64,76.96,100.15,104.66,98.01,45.57,2.44,2.44,0,0,101.66,2024-11-26,100.0,2024-11-27,-1.34,105.11,2024-11-07,96.79,2024-11-15,0.9,112.64,2024-10-22,80.11,2024-01-09,20.93,116.02,2022-01-04,3.11,2009-01-23,769.57
STZ,235.97,1.01,2.37,1.03,2024-11-27,272.04,229.58,237.11,242.12,250.5,45.56,4.64,1.97,0,0,241.67,2024-11-25,233.6,2024-11-26,-2.36,242.0,2024-11-14,229.58,2024-11-06,1.37,272.04,2024-03-27,229.58,2024-11-06,-3.25,272.8,2023-07-31,1.41,1992-10-05,15206.16
SW,54.76,-1.39,-0.77,3.04,2024-11-27,56.64,38.85,53.02,49.21,,62.06,1.54,2.81,0,1,56.25,2024-11-25,54.76,2024-11-27,-2.65,56.64,2024-11-22,50.35,2024-11-14,6.41,56.64,2024-11-22,38.85,2024-08-12,18.48,56.64,2024-11-22,38.85,2024-08-12,18.48
SWK,89.77,0.26,0.23,0.89,2024-11-27,110.13,77.75,89.88,99.36,93.04,43.3,2.73,3.04,0,0,92.52,2024-11-25,89.54,2024-11-26,-2.97,96.7,2024-11-05,85.42,2024-11-20,-3.87,110.13,2024-09-30,77.75,2024-07-01,-8.58,220.69,2021-05-10,4.25,1982-06-01,1609.9
SWKS,86.8,0.6,0.52,1.84,2024-11-27,120.68,83.18,86.77,92.9,100.57,44.44,2.41,2.77,0,0,87.93,2024-11-25,86.28,2024-11-26,-1.29,91.17,2024-11-07,83.18,2024-11-13,-2.37,120.68,2024-07-16,83.18,2024-11-13,-20.45,199.66,2021-04-26,0.58,1991-12-11,1336.69
SYF,67.22,-0.06,-0.04,2.67,2024-11-27,67.51,31.22,63.09,56.94,47.83,71.43,1.68,2.49,0,0,67.26,2024-11-26,67.04,2024-11-25,0.27,67.51,2024-11-06,55.06,2024-11-04,21.67,67.51,2024-11-06,35.77,2024-01-18,77.08,67.51,2024-11-06,12.8,2020-03-23,192.26
SYK,388.14,-0.4,-1.57,1.02,2024-11-27,390.14,287.87,379.41,367.5,349.31,61.68,7.37,1.9,0,0,389.71,2024-11-26,384.91,2024-11-25,0.84,390.14,2024-11-21,366.9,2024-11-04,5.72,390.14,2024-11-21,293.94,2024-01-03,31.03,390.14,2024-11-21,0.08,1980-03-27,402321.97
SYY,76.65,0.34,0.26,1.67,2024-11-27,82.36,69.16,75.89,75.69,75.92,54.86,1.32,1.72,0,0,76.88,2024-11-25,76.39,2024-11-26,-0.3,77.94,2024-11-11,73.63,2024-11-20,2.16,82.36,2024-02-01,69.16,2024-07-09,3.0,89.74,2022-04-21,0.06,1974-12-13,47889.63
T,23.27,0.78,0.18,27.29,2024-11-27,23.27,16.09,22.53,22.1,19.15,65.27,0.39,1.66,0,0,23.27,2024-11-27,23.09,2024-11-26,0.74,23.27,2024-11-27,21.92,2024-11-04,5.2,23.27,2024-11-27,16.09,2024-04-16,34.9,44.7,1999-07-16,3.47,1984-05-30,499.94
TAP,61.25,-0.26,-0.16,1.44,2024-11-27,68.19,49.53,59.43,57.16,57.42,62.63,1.4,2.28,0,0,61.41,2024-11-26,60.67,2024-11-25,0.96,63.88,2024-11-13,55.0,2024-11-01,11.36,68.19,2024-04-02,49.53,2024-06-14,-1.32,111.25,2016-10-14,4.75,1980-03-27,301.64
TDG,1249.33,-1.05,-13.28,0.29,2024-11-27,1442.53,952.82,1301.95,1352.81,1285.5,39.4,34.94,2.8,0,0,1262.61,2024-11-26,1249.33,2024-11-27,-0.92,1382.6,2024-11-06,1240.13,2024-11-21,-4.23,1442.53,2024-10-02,972.61,2024-01-03,25.92,1442.53,2024-10-02,22.17,2006-09-01,5083.94
TDY,485.68,1.39,6.65,0.15,2024-11-27,489.24,362.5,473.97,458.03,420.47,61.87,8.47,1.74,0,0,485.68,2024-11-27,477.61,2024-11-25,1.69,489.24,2024-11-08,455.2,2024-11-01,6.7,489.24,2024-11-08,362.5,2024-04-24,10.81,489.24,2024-11-08,7.94,1999-12-13,5656.21
TEAM,262.46,0.09,0.23,1.37,2024-11-27,262.46,137.41,238.44,202.57,184.56,76.55,8.17,3.11,1,0,262.46,2024-11-27,261.0,2024-11-25,0.56,262.46,2024-11-27,218.96,2024-11-04,16.99,262.46,2024-11-27,137.41,2024-08-07,15.79,458.13,2021-10-29,17.92,2016-02-08,1149.81
TECH,75.38,0.68,0.51,0.54,2024-11-27,84.15,62.12,73.37,73.73,73.76,56.94,2.56,3.4,1,0,75.38,2024-11-27,74.39,2024-11-25,1.33,77.62,2024-11-05,66.37,2024-11-19,0.09,84.15,2024-05-14,62.12,2024-04-19,-1.73,134.72,2021-09-24,0.08,1989-05-17,68818.85
TEL,151.15,0.86,1.29,1.1,2024-11-27,159.66,129.13,151.33,149.24,147.48,51.61,3.17,2.1,0,0,152.73,2024-11-25,149.86,2024-11-26,-1.03,155.2,2024-11-07,146.95,2024-11-19,0.75,159.66,2024-07-16,129.13,2024-01-17,8.8,166.05,2021-11-17,7.44,2009-03-09,289.06
TER,108.09,-0.89,-0.97,1.28,2024-11-27,163.0,91.22,107.05,118.85,123.84,44.78,3.32,3.07,0,0,110.67,2024-11-25,108.09,2024-11-27,-2.33,111.64,2024-11-07,102.58,2024-11-15,1.5,163.0,2024-07-16,95.14,2024-02-01,3.17,168.56,2021-12-27,0.33,1974-12-23,8826.14
TFC,47.75,0.1,0.05,6.61,2024-11-27,48.1,32.13,45.82,44.03,40.35,64.27,0.99,2.07,0,0,48.1,2024-11-25,47.7,2024-11-26,-0.73,48.1,2024-11-25,42.07,2024-11-04,11.51,48.1,2024-11-25,34.53,2024-02-26,27.3,67.41,2022-01-14,1.64,1980-04-08,2427.94
TFX,192.0,0.52,0.99,0.28,2024-11-27,256.21,187.43,198.06,221.97,221.78,34.89,5.26,2.74,0,0,194.64,2024-11-25,191.01,2024-11-26,-1.36,211.21,2024-11-01,187.43,2024-11-20,-9.1,255.05,2024-02-15,187.43,2024-11-20,-23.33,443.85,2021-04-28,1.11,1980-03-27,12467.27
TGT,130.09,2.8,3.54,6.73,2024-11-27,177.82,121.59,144.57,149.84,153.51,37.37,5.4,4.15,0,0,130.53,2024-11-25,126.55,2024-11-26,-0.34,156.56,2024-11-18,121.59,2024-11-21,-13.76,177.82,2024-04-01,121.59,2024-11-21,-9.09,266.39,2021-11-16,0.14,1974-12-19,30360.12
TJX,126.36,0.13,0.16,4.33,2024-11-27,126.36,88.0,118.65,116.97,108.2,80.0,2.1,1.67,1,0,126.36,2024-11-27,124.79,2024-11-25,1.26,126.36,2024-11-27,112.39,2024-11-01,12.43,126.36,2024-11-27,91.7,2024-01-03,35.46,126.36,2024-11-27,0.29,1990-10-11,16925.34
TMO,521.66,1.69,8.68,2.55,2024-11-27,624.21,489.77,534.07,570.01,577.07,37.7,11.55,2.21,0,0,521.66,2024-11-27,512.98,2024-11-26,1.45,560.79,2024-11-05,501.29,2024-11-18,-6.5,624.21,2024-09-10,501.29,2024-11-18,-4.13,667.24,2021-12-31,1.0,1982-08-11,25185.25
TMUS,246.2,0.52,1.28,3.28,2024-11-27,246.2,149.55,234.42,222.1,186.76,72.53,3.85,1.56,1,0,246.2,2024-11-27,239.94,2024-11-25,2.61,246.2,2024-11-27,223.28,2024-11-01,10.27,246.2,2024-11-27,159.79,2024-04-16,52.06,246.2,2024-11-27,11.06,2010-01-28,349.27
TPL,1636.69,4.13,64.92,0.42,2024-11-27,1730.0,474.85,1391.13,1164.77,798.48,73.01,74.93,4.58,0,0,1636.69,2024-11-27,1571.77,2024-11-26,1.41,1730.0,2024-11-22,1172.62,2024-11-01,39.58,1730.0,2024-11-22,474.85,2024-02-13,206.0,1730.0,2024-11-22,1.12,1992-11-16,70043.86
TPR,60.92,-0.23,-0.14,5.3,2024-11-27,61.06,31.67,53.76,49.09,44.1,76.33,1.76,2.89,0,0,61.06,2024-11-26,60.85,2024-11-25,0.12,61.06,2024-11-26,46.97,2024-11-01,29.7,61.06,2024-11-26,35.83,2024-01-18,59.6,79.03,2012-03-26,2.09,2000-10-23,2399.28
TRGP,201.39,-0.99,-2.02,1.38,2024-11-27,207.69,81.49,190.84,172.38,134.92,68.12,4.71,2.34,0,0,203.41,2024-11-26,201.06,2024-11-25,0.16,207.69,2024-11-21,165.27,2024-11-01,21.86,207.69,2024-11-21,81.49,2024-01-17,133.04,207.69,2024-11-21,4.73,2020-03-18,715.34
TRMB,72.43,0.08,0.06,0.83,2024-11-27,73.36,45.92,69.29,64.52,59.43,68.45,1.52,2.09,0,0,72.95,2024-11-25,72.37,2024-11-26,-0.71,73.36,2024-11-11,61.21,2024-11-01,18.33,73.36,2024-11-11,49.3,2024-01-17,38.09,95.72,2021-08-30,0.96,1990-09-10,4088.72
TROW,124.16,0.17,0.21,1.12,2024-11-27,124.16,98.44,117.91,113.18,113.09,71.19,2.32,1.87,1,0,124.16,2024-11-27,122.97,2024-11-25,0.97,124.16,2024-11-27,112.06,2024-11-01,10.8,124.16,2024-11-27,101.69,2024-09-06,15.06,223.87,2021-08-31,0.55,1987-12-16,15329.58
TRV,266.66,1.1,2.89,0.67,2024-11-27,266.66,177.44,256.04,248.17,225.18,66.03,4.75,1.78,0,0,266.66,2024-11-27,261.22,2024-11-25,2.08,266.66,2024-11-27,242.81,2024-11-04,8.56,266.66,2024-11-27,191.3,2024-01-03,39.31,266.66,2024-11-27,6.28,1976-06-11,2958.47
TSCO,281.96,0.63,1.77,0.73,2024-11-27,303.74,200.19,277.56,284.44,269.38,52.06,6.26,2.22,0,0,285.99,2024-11-25,280.19,2024-11-26,-1.41,289.29,2024-11-07,266.57,2024-11-01,5.77,303.74,2024-10-14,212.65,2024-01-03,30.19,303.74,2024-10-14,0.44,1994-02-17,64348.0
TSLA,332.89,-1.58,-5.34,57.18,2024-11-27,352.56,142.05,310.79,270.62,214.05,60.82,17.32,5.2,0,1,338.59,2024-11-25,332.89,2024-11-27,-1.68,352.56,2024-11-22,242.84,2024-11-04,33.7,352.56,2024-11-22,142.05,2024-04-22,34.0,409.97,2021-11-04,1.05,2010-07-07,20801.42
TSN,64.45,1.0,0.64,1.1,2024-11-27,65.87,46.84,61.63,60.26,59.17,67.48,1.27,1.97,1,0,64.45,2024-11-27,63.78,2024-11-25,1.05,64.54,2024-11-18,58.32,2024-11-04,10.44,65.87,2024-09-06,51.61,2024-02-13,16.06,99.09,2022-02-07,1.61,1980-04-21,3122.5
